word;classes;pronoun;noun;adjective;adverb;verb;article;preposition;conjunction;interjection;other;title_counter;lyrics_counter
face;noun, verb;False;True;False;False;True;False;False;False;False;False;1;22
fact;noun;False;True;False;False;False;False;False;False;False;False;0;3
factor;noun, verb;False;True;False;False;True;False;False;False;False;False;0;0
factory;noun;False;True;False;False;False;False;False;False;False;False;0;0
faculty;noun;False;True;False;False;False;False;False;False;False;False;0;0
fail;verb, noun;False;True;False;False;True;False;False;False;False;False;0;1
failure;noun;False;True;False;False;False;False;False;False;False;False;0;0
faint;adjective, verb;False;False;True;False;True;False;False;False;False;False;0;0
fair;adjective, noun;False;True;True;False;False;False;False;False;False;False;0;2
faith;noun;False;True;False;False;False;False;False;False;False;False;0;0
fake;adjective, noun, verb;False;True;True;False;True;False;False;False;False;False;0;0
fall;verb, noun;False;True;False;False;True;False;False;False;False;False;1;8
